site_name,town,county,permit_type,activity,status,latitude,longitude,permit_regime
ALYN WORKS,MOLD,Flintshire,Bespoke,"Producing organic chemicals such as:
(viii) Plastic materials (for example polymers, synthetic fibres and cellulose-based fibres)",Effective,53.17467231304392,-3.1485245811509137,Installation
Kittle Hill Poultry Farm,SWANSEA,West Glamorgan,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,51.58800654922809,-4.0626675167473545,Installation
Kittle Hill Poultry Farm,SWANSEA,West Glamorgan,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,51.58800654922809,-4.0626675167473545,Installation
Minafon Poultry Farm EPR/UP3938WC,BODORGAN,Gwynedd,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,53.24370218519791,-4.381254553002863,Installation
Minafon Poultry Farm EPR/UP3938WC,BODORGAN,Gwynedd,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,53.24370218519791,-4.381254553002863,Installation
Llanfechain Farm Poultry Unit,LLANFECHAIN,Powys,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,52.77527969847888,-3.1920894135933966,Installation
Llanfechain Farm Poultry Unit,LLANFECHAIN,Powys,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,52.77527969847888,-3.1920894135933966,Installation
Wylfa Power Station,Cemaes Bay,Isle of Anglesey,Bespoke,Burning any fuel in an appliance with a rated thermal input of 50 or more megawatts,Effective,53.417512738525296,-4.48323055870614,Installation
Slicker Recycling,Newport,South Wales,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - blending or mixing prior to submission to any of the other activ,Effective,51.56706471255884,-2.9801559594362823,Installation
Slicker Recycling,Newport,South Wales,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - blending or mixing prior to submission to any of the other activ,Effective,51.56706471255884,-2.9801559594362823,Installation
Slicker Recycling,Newport,South Wales,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - blending or mixing prior to submission to any of the other activ,Effective,51.56706471255884,-2.9801559594362823,Installation
Waun-y-Pound EPR/BX3376IG,Ebbw Vale,Blaenau Gwent,Bespoke,"Unless falling within Part A(2) of this Section, surface treating metals and plastic materials using an electrolytic or chemical process where the aggregated volume of the treatment vats is more than ",Effective,51.786273078206996,-3.2293340432645388,Installation
The Gaer,,,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,52.730351069209945,-3.180941084844467,Installation
Rassau Recycling Facility,Ebbw Vale,Blaenau Gwent,Bespoke,"Melting, including making alloys of, non-ferrous metals, including recovered products and the operation of non-ferrous metal foundries where the plant has a melting capacity of more than 4 tonnes per ",Effective,51.805584108563814,-3.2313098562571225,Installation
Rassau Recycling Facility,Ebbw Vale,Blaenau Gwent,Bespoke,"Melting, including making alloys of, non-ferrous metals, including recovered products and the operation of non-ferrous metal foundries where the plant has a melting capacity of more than 4 tonnes per ",Effective,51.805584108563814,-3.2313098562571225,Installation
Newport Steam Reforming Plant,Newport,,Bespoke,"Producing inorganic chemicals such as:
(i) Gases (for example ammonia, hydrogen chloride, hydrogen fluoride, hydrogen cyanide, hydrogen sulphide, oxides of carbon, sulphur compounds, oxides of nitroge",Effective,51.56433004058876,-2.962929079473649,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Padeswood Cement Works,MOLD,CLWYD,Bespoke,Producing cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,Effective,53.154979550634714,-3.0620088712329228,Installation
Port Talbot Steel Works,PORT TALBOT,Neath Port Talbot,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.564951554143406,-3.767282257461465,Installation
Port Talbot Steel Works,PORT TALBOT,Neath Port Talbot,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.564951554143406,-3.767282257461465,Installation
Port Talbot Steel Works,PORT TALBOT,Neath Port Talbot,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.564951554143406,-3.767282257461465,Installation
Port Talbot Steel Works,PORT TALBOT,Neath Port Talbot,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.564951554143406,-3.767282257461465,Installation
Bridgend Clinical Waste Treatment Plant and Transfer Station,Bridgend,Bridgend,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - physico-chemical treatment,Effective,51.54945253824543,-3.577161130083395,Installation
Bridgend Clinical Waste Treatment Plant and Transfer Station,Bridgend,Bridgend,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - physico-chemical treatment,Effective,51.54945253824543,-3.577161130083395,Installation
Bridgend Clinical Waste Treatment Plant and Transfer Station,Bridgend,Bridgend,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - physico-chemical treatment,Effective,51.54945253824543,-3.577161130083395,Installation
Bridgend Clinical Waste Treatment Plant and Transfer Station,Bridgend,Bridgend,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - physico-chemical treatment,Effective,51.54945253824543,-3.577161130083395,Installation
Bridgend Clinical Waste Treatment Plant and Transfer Station,Bridgend,Bridgend,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - physico-chemical treatment,Effective,51.54945253824543,-3.577161130083395,Installation
Bridgend Clinical Waste Treatment Plant and Transfer Station,Bridgend,Bridgend,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - physico-chemical treatment,Effective,51.54945253824543,-3.577161130083395,Installation
Baglan Paper Mill,Neath,Neath Port Talbot,Bespoke,,Effective,51.61968623118343,-3.834760612925759,Installation
Baglan Paper Mill,Neath,Neath Port Talbot,Bespoke,,Effective,51.61968623118343,-3.834760612925759,Installation
"Felindre, Gas Compressor Station",SA5 7LX,West Glamorgan,Bespoke,Burning any fuel in an appliance with a rated thermal input of 50 or more megawatts,Effective,51.69137093694456,-3.955231073315362,Installation
Portfield Farm,Monmouth,Monmouthshire,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,51.799737101822956,-2.7377928180005022,Installation
Liberty Steel Newport Ltd,Newport,,Bespoke,,Effective,51.555976936147374,-2.962911289954025,Installation
Liberty Steel Newport Ltd,Newport,,Bespoke,,Effective,51.555976936147374,-2.962911289954025,Installation
Liberty Steel Newport Ltd,Newport,,Bespoke,,Effective,51.555976936147374,-2.962911289954025,Installation
Liberty Steel Newport Ltd,Newport,,Bespoke,,Effective,51.555976936147374,-2.962911289954025,Installation
Liberty Steel Newport Ltd,Newport,,Bespoke,,Effective,51.555976936147374,-2.962911289954025,Installation
Liberty Steel Newport Ltd,Newport,,Bespoke,,Effective,51.555976936147374,-2.962911289954025,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
Whitchurch Salt Slags,Whitchurch,Shropshire,Bespoke,,Effective,52.946945759570006,-2.7348892411783834,Installation
IQE (Europe) Ltd,Cardiff,South Wales,Bespoke,"Unless falling within any other Section, any manufacturing activity (other than …",Effective,51.530797240837536,-3.0857697013739913,Installation
IQE (Europe) Ltd,Cardiff,South Wales,Bespoke,"Unless falling within any other Section, any manufacturing activity (other than …",Effective,51.530797240837536,-3.0857697013739913,Installation
Dolau Growers EPR/HP3036ME,Llandridnod Wells,Powys,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,52.296203053878116,-3.259392022925045,Installation
Dolau Growers EPR/HP3036ME,Llandridnod Wells,Powys,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,52.296203053878116,-3.259392022925045,Installation
Chirk Landfill Site EPR/GP3830BG,WREXHAM,Clwyd,Bespoke,"The disposal of waste in a landfill receiving more than 10 tonnes of waste in any day, or with a total capacity of more than 25,000 tonnes, but excluding disposals in a landfill taking only inert wast",Effective,52.96553029323885,-3.056465198691549,Installation
Chirk Landfill Site EPR/GP3830BG,WREXHAM,Clwyd,Bespoke,"The disposal of waste in a landfill receiving more than 10 tonnes of waste in any day, or with a total capacity of more than 25,000 tonnes, but excluding disposals in a landfill taking only inert wast",Effective,52.96553029323885,-3.056465198691549,Installation
Llansantffraid Mill,Llansantffraid Ym Mechain,Powys,Bespoke,"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed (where the weight o",Effective,52.774196713040425,-3.156185737293232,Installation
Llansantffraid Mill,Llansantffraid Ym Mechain,Powys,Bespoke,"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed (where the weight o",Effective,52.774196713040425,-3.156185737293232,Installation
Ty Brith,WELSHPOOL,Powys,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,52.66434142489288,-3.28666098763661,Installation
Ty Brith,WELSHPOOL,Powys,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,52.66434142489288,-3.28666098763661,Installation
South Hook LNG Terminal,Milford Haven,Pembrokeshire,Bespoke,Burning any fuel in an appliance with a rated thermal input of 50 or more megawatts,Effective,51.71920910924263,-5.0843468783750865,Installation
South Hook LNG Terminal,Milford Haven,Pembrokeshire,Bespoke,Burning any fuel in an appliance with a rated thermal input of 50 or more megawatts,Effective,51.71920910924263,-5.0843468783750865,Installation
East Bank Road Facility,,South Wales,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - blending or mixing prior to submission to any of the other activ,Effective,51.56683588333243,-2.9752456050398046,Installation
East Bank Road Facility,,South Wales,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - blending or mixing prior to submission to any of the other activ,Effective,51.56683588333243,-2.9752456050398046,Installation
East Bank Road Facility,,South Wales,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - blending or mixing prior to submission to any of the other activ,Effective,51.56683588333243,-2.9752456050398046,Installation
Waunarlwydd EPR/BX9846ID,SWANSEA,West Glamorgan,Bespoke,"Unless falling within Part A(2) of this Section, surface treating metals and plastic materials using an electrolytic or chemical process where the aggregated volume of the treatment vats is more than ",Effective,51.648084807516256,-4.020872481024175,Installation
Waunarlwydd EPR/BX9846ID,SWANSEA,West Glamorgan,Bespoke,"Unless falling within Part A(2) of this Section, surface treating metals and plastic materials using an electrolytic or chemical process where the aggregated volume of the treatment vats is more than ",Effective,51.648084807516256,-4.020872481024175,Installation
The Paddocks Poultry Farm,,Monmouthshire,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,51.74580181425382,-2.960120827193552,Installation
The Paddocks Poultry Farm,,Monmouthshire,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,51.74580181425382,-2.960120827193552,Installation
Chirk Particleboard Factory,,Clwyd,Bespoke,,Effective,52.936803810838605,-3.0620145587010383,Installation
Chirk Particleboard Factory,,Clwyd,Bespoke,,Effective,52.936803810838605,-3.0620145587010383,Installation
Chirk Particleboard Factory,,Clwyd,Bespoke,,Effective,52.936803810838605,-3.0620145587010383,Installation
Chirk Particleboard Factory,,Clwyd,Bespoke,,Effective,52.936803810838605,-3.0620145587010383,Installation
Chirk Particleboard Factory,,Clwyd,Bespoke,,Effective,52.936803810838605,-3.0620145587010383,Installation
Racecourse Poultry Unit EPR/XP3838WZ,HOLYWELL,Clwyd,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,53.269716036630484,-3.2699808676922544,Installation
Racecourse Poultry Unit EPR/XP3838WZ,HOLYWELL,Clwyd,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,53.269716036630484,-3.2699808676922544,Installation
Severn Power Station,,South Wales,Bespoke,Burning any fuel in an appliance with a rated thermal input of 50 or more megawatts,Effective,51.54795193900259,-2.975418542926763,Installation
Upper Triley Farm EPR/BT0332IK,Abergavenny,Monmouthshire,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,51.85999861241462,-2.991738464989684,Installation
Palleg Landfill Phase II EPR/BT1908IX,Lower Cwmtwrch,SWANSEA,Bespoke,"The disposal of waste in a landfill receiving more than 10 tonnes of waste in any day, or with a total capacity of more than 25,000 tonnes, but excluding disposals in a landfill taking only inert wast",Effective,51.788654590835584,-3.7865997013331385,Installation
Palleg Landfill Phase II EPR/BT1908IX,Lower Cwmtwrch,SWANSEA,Bespoke,"The disposal of waste in a landfill receiving more than 10 tonnes of waste in any day, or with a total capacity of more than 25,000 tonnes, but excluding disposals in a landfill taking only inert wast",Effective,51.788654590835584,-3.7865997013331385,Installation
Ashwood Poultry Farm,,Monmouthshire,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,51.903749511850755,-2.9070883501357065,Installation
Ashwood Poultry Farm,,Monmouthshire,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,51.903749511850755,-2.9070883501357065,Installation
Sandycroft Poultry Processing,DEESIDE,Clwyd,Bespoke,Slaughtering animals at a plant with a carcass production capacity of more than 50 tonnes per day.,Effective,53.1994128284485,-3.0072685776610277,Installation
Sandycroft Poultry Processing,DEESIDE,Clwyd,Bespoke,Slaughtering animals at a plant with a carcass production capacity of more than 50 tonnes per day.,Effective,53.1994128284485,-3.0072685776610277,Installation
Sandycroft Poultry Processing,DEESIDE,Clwyd,Bespoke,Slaughtering animals at a plant with a carcass production capacity of more than 50 tonnes per day.,Effective,53.1994128284485,-3.0072685776610277,Installation
Wrexham Metal Finishing Chemicals,,,Bespoke,"Producing organic chemicals such as:
(ii) Organic compounds containing oxygen (for example alcohols, aldehydes, ketones, carboxylic acids, esters, ethers, peroxides, phenols, epoxy resins)",Effective,53.046535036093715,-2.937468164723595,Installation
Wrexham Metal Finishing Chemicals,,,Bespoke,"Producing organic chemicals such as:
(ii) Organic compounds containing oxygen (for example alcohols, aldehydes, ketones, carboxylic acids, esters, ethers, peroxides, phenols, epoxy resins)",Effective,53.046535036093715,-2.937468164723595,Installation
Wrexham Metal Finishing Chemicals,,,Bespoke,"Producing organic chemicals such as:
(ii) Organic compounds containing oxygen (for example alcohols, aldehydes, ketones, carboxylic acids, esters, ethers, peroxides, phenols, epoxy resins)",Effective,53.046535036093715,-2.937468164723595,Installation
Llanelli Plant,LLANELLI,DYFED,Bespoke,"Producing organic chemicals such as:
(iv) Organic compounds containing nitrogen (for example amines, amides, nitrous-, nitro- or azo-compounds, nitrates, nitriles, nitrogen heterocyclics, cyanates, is",Effective,51.66906421907374,-4.0912232745825,Installation
Tafarnaubach Waste Facility EPR/GP3337KD,,Blaenau Gwent,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - physico-chemical treatment,Effective,51.78878127723157,-3.2724636074047213,Installation
Tafarnaubach Waste Facility EPR/GP3337KD,,Blaenau Gwent,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - physico-chemical treatment,Effective,51.78878127723157,-3.2724636074047213,Installation
Tafarnaubach Waste Facility EPR/GP3337KD,,Blaenau Gwent,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - physico-chemical treatment,Effective,51.78878127723157,-3.2724636074047213,Installation
Tafarnaubach Waste Facility EPR/GP3337KD,,Blaenau Gwent,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - physico-chemical treatment,Effective,51.78878127723157,-3.2724636074047213,Installation
Tafarnaubach Waste Facility EPR/GP3337KD,,Blaenau Gwent,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - physico-chemical treatment,Effective,51.78878127723157,-3.2724636074047213,Installation
Tafarnaubach Waste Facility EPR/GP3337KD,,Blaenau Gwent,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - physico-chemical treatment,Effective,51.78878127723157,-3.2724636074047213,Installation
J Reid Trading Ltd EPR/MP3531MD/V003,DEESIDE,FLINTSHIRE,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - repackaging prior to submission to any other activities in this ,Effective,53.20081771373781,-3.0005647621573814,Installation
J Reid Trading Ltd EPR/MP3531MD/V003,DEESIDE,FLINTSHIRE,Bespoke,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities - repackaging prior to submission to any other activities in this ,Effective,53.20081771373781,-3.0005647621573814,Installation
Great Tyrmynach,USK,Monmouthshire,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,51.768671070089134,-2.875538341462077,Installation
Great Tyrmynach,USK,Monmouthshire,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,51.768671070089134,-2.875538341462077,Installation
TIR John GUP EPR/BP3738LS,Swansea,,Bespoke,,Effective,51.62606383701951,-3.9018534914729925,Installation
