site_name,town,county,permit_type,activity,status,latitude,longitude,permit_regime
Nantycaws Materials Recycling Facilities,Carmarthen,,Bespoke,A15: Material Recycling Treatment Facility,Effective,51.83608588242951,-4.217576869618679,Waste
Coli Isaf Farm Landfill,Merthyr Tydfil,Glamorgan,Bespoke,A06: Landfill taking other wastes,Effective,51.71048505333492,-3.3130781027360117,Waste
Pwllheli Civic Amenity Site,Pwllheli,Gwynedd,Bespoke,A13: Household Waste Amenity Site,Effective,52.89145727590193,-4.402032398807516,Waste
MTCBC Waste Transfer Station,Pentrebach,Merthyr Tydfil,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.71826475711868,-3.353316020304926,Waste
Treherbert Community Recycling Centre,Treorchy,Rhondda Cynon Taff,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.670755553556255,-3.5316533633631106,Waste
Ty'n Y Coed,Penrhyndeudraeth,Gwynedd,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,52.92143900900787,-4.100151502493084,Waste
Kinmel Park Depot,Bodelwyddan,Denbighshire,Standard,S0801: SR2008 No1 : HCI Waste Transfer Station,Effective,53.2644189620946,-3.509223388399463,Waste
Greenfield Recycling Park,Greenfield,Flintshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.28485435808253,-3.190688363185223,Waste
Worldcare Wales Ltd,Llandudno Junction,Conwy,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.28162719358218,-3.805253859668248,Waste
Unit 2,Knighton,Powys,Bespoke,A16: Physical Treatment Facility,Effective,52.34396553638377,-3.0329362370055715,Waste
Winsel Civic Amenity & Recycling Site,Haverfordwest,Pembrokeshire,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.778019688881535,-5.003915055295228,Waste
ASH Wrexham Recycling Centre,Wrexham,,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,53.03683457390513,-2.9203158041153374,Waste
Dragon Works,Chester,Cheshire,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,53.17724057260189,-2.9350943502514912,Waste
Colomendy Waste Transfer Station,Denbigh,Denbighshire,Bespoke,A09: Hazardous waste transfer station,Effective,53.19549750338603,-3.417552897363065,Waste
Pembroke Refinery,Pembroke,Pembrokeshire,Bespoke,A23: Biological Treatment Facility,Effective,51.679656309917334,-5.0209347420470705,Waste
Aberbargoed Civic Amenity Site,Bargoed,Caerphilly,Bespoke,A13: Household Waste Amenity Site,Effective,51.683962561600666,-3.2159283399516982,Waste
New Vale HWRC,Ebbw Vale,Blaenau Gwent,Bespoke,A13: Household Waste Amenity Site,Effective,51.78752269431256,-3.2250475189236374,Waste
Plot 57 Brynmenyn Ind Est,Bridgend,Glamorgan,Standard,S0803: SR2008 No3 : HCI Waste TS + treatment,Effective,51.549603701450316,-3.5806278916314955,Waste
Lodge Farm Digester,Wrexham,Clwyd,Bespoke,A23: Biological Treatment Facility,Effective,53.0826997340672,-2.9224735049607022,Waste
Site Serv Recycling Ltd,Cowbridge,,Standard,S0803: SR2008 No3 : HCI Waste TS + treatment,Effective,51.42955308052047,-3.4995199509620836,Waste
Hendy Recycling,Pontyclum,Mid Glamorgan,Bespoke,A14: Transfer Station taking Non-Biodegradable Wastes,Effective,51.521046548591016,-3.3634019025326074,Waste
Flintspeed Car & Commercial Dismantlers,Holywell,Flintshire,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,53.29480701536862,-3.220762605688918,Waste
G Lock Scrap Metal Processors,Bangor,Gwynedd,Standard,S0820: SR2008 No20 : Vehicle depollution facility (ATF),Effective,53.21841744070008,-4.110522829512761,Waste
Llandygai Transfer Station,Bangor,Gwynedd,Standard,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.220013111002885,-4.111799671027815,Waste
Soil Screening And Recycling Facility,Dinas Powys,South Glamorgan,Standard,"SR/12: SR2010 No12: Treatment of waste to produce soil <75,000 tpa",Effective,51.45300343898399,-3.211133536327914,Waste
Moel Garregog,Wrexham,Clwyd,Bespoke,A06: Landfill taking other wastes,Effective,53.05967307022861,-3.1839461973709415,Waste
Gwalchmai Civic Amenity Site,Holyhead,Ynys Mon,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,53.260381332233315,-4.42887431753649,Waste
Moel Y Faen Quarry,Llangollen,Denbighshire,Bespoke,A25: Deposit of waste to land as a recovery operation,Effective,53.021219028571274,-3.2209246652106724,Waste
Penrhyndeudraeth Works,Penrhyndeudraeth,Gwynedd,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,52.9278622606223,-4.057821390501133,Waste
Parry and Evans Ltd,,Flintshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.224864633084366,-3.004750278789408,Waste
SL Recycling Ltd,Pontypool,Torfaen,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.68261406313282,-3.0121140160691144,Waste
Wernddu Civic Amenity And Transfer Station,Ammanford,Carmarthenshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.81996781828778,-3.9639729939384853,Waste
Gower Chemicals Ltd,Swansea,West Glamorgan,Bespoke,A17: Physico-Chemical Treatment Facility,Effective,51.621522521438514,-3.8879394609058004,Waste
Waste Management Ltd,Mona,Anglesey,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.25426139653041,-4.372501108080614,Waste
Caergylchu Waste Management Facility,Caernarfon,Gwynedd,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,53.14107862200739,-4.243331050389655,Waste
Brecon Recycling Centre,Brecon,Powys,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.93986052561493,-3.412318395326156,Waste
Aberclwyd Farm Crick Scrap,Neath,N P T,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.7289291559285,-3.6673288848879015,Waste
J Chadwicks Scrapyard,Deeside,Flintshire,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,53.198783987196755,-2.9954575714154608,Waste
Halfway Motor Spares,Haverfordwest,Pembrokeshire,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.76225781377132,-4.993171336449744,Waste
Tom James Construction Services Ltd,Blaenau Ffestiniog,Gwynedd,Standard,S0906: SR2009 No6: Inert and excavation WTS with treatment,Effective,53.001814176012736,-3.9439131372600933,Waste
Lovatt Brothers,Montgomery,Powys,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,52.52051294583643,-3.2187681870444234,Waste
Moel Y Faen Quarry,Llangollen,Denbighshire,Bespoke,A25: Deposit of waste to land as a recovery operation,Effective,53.021219028571274,-3.2209246652106724,Waste
Rhyl Recycling Park,Rhyl,Denbighshire,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,53.31006018081115,-3.497024355904645,Waste
Waterloo Recycling Centre,Pembroke Dock,Pembrokeshire,Bespoke,A13: Household Waste Amenity Site,Effective,51.695867753797245,-4.920922831482653,Waste
Jennings,Colwyn Bay,,Standard,S0906: SR2009 No6: Inert and excavation WTS with treatment,Effective,53.28769400777613,-3.6837062892366133,Waste
Recycling and Recovery Facility,Neath,,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,51.65258364475261,-3.837982905086759,Waste
Clyne Civic Amenity Site,Clyne,Swansea,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.60644399367517,-4.0001901126776955,Waste
Tondu Waste Transfer Station,Bridgend,Glamorgan,Standard,S0803: SR2008 No3 : HCI Waste TS + treatment,Effective,51.550229361113296,-3.5955199682114003,Waste
Ewloe Waste Transfer Station,Mold,Flintshire,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,53.18690560970288,-3.083420647073597,Waste
North Powys Bulking Facility,,Powys,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,52.53918701017333,-3.243732265323464,Waste
I Hayward Ltd,Wrexham,Clwyd,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,52.99765034642283,-3.043213230070392,Waste
Waunlwyd Farm,Cynwyl Elfed,Carmarthenshire,Bespoke,A05: Landfill taking Non-Biodegradeable Wastes,Effective,51.960272722113245,-4.401272441389236,Waste
Rhwngyddwyryd Civic Amenity Site,Garndolbenmaen,Gwynedd,Bespoke,A13: Household Waste Amenity Site,Effective,52.95821544160947,-4.24403404990915,Waste
Court Road Civic Amenity Site,Barry,South Glamorgan,Bespoke,A13: Household Waste Amenity Site,Effective,51.41053139326381,-3.262507531775083,Waste
Pantile Autos,Tonypandy,R C T,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.59926650596286,-3.4373299372345536,Waste
Unit 12F,Barry,,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.398365874724675,-3.2473231379005356,Waste
Olleco Cymru Wales,Newport,Newport,Bespoke,A15: Material Recycling Treatment Facility,Effective,51.56739642466951,-2.979196423853383,Waste
Safetykleen Broughton,Deeside,Flintshire,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,53.1750713854416,-2.96140941559012,Waste
Bagillt Car Spares,Bagillt,Flintshire,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,53.274498471378855,-3.178043296098422,Waste
Celtic Recycling Ltd,Bridgend,Glamorgan,Bespoke,A16: Physical Treatment Facility,Effective,51.525223313361664,-3.686053831845144,Waste
G D Environmental Services Ltd,Newport,Gwent,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.566346824305626,-2.974585897054226,Waste
Envik Waste Recycling Services,,Rhondda Cynon Taf,Bespoke,A16a: Hazardous waste physical treatment facility,Effective,51.52984504795902,-3.4041896271096155,Waste
New Horizon Plastics Co Ltd,Flint,Flintshire,Bespoke,A09: Hazardous waste transfer station,Effective,53.253396471639604,-3.1349240977730517,Waste
Dirtbusters Mini & Midi Skips,Kinmel Bay,Conwy,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.30932477965626,-3.5083006527247553,Waste
PHS Group Cardiff,Cardiff,,Bespoke,A12: Clinical Waste Transfer Station,Effective,51.54473989944932,-3.265556103071453,Waste
Twyn Dismantlers Ltd,Blackwood,Caerphilly,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.65807847809637,-3.2242997801574536,Waste
A J T Recycling Ltd,Swansea,Swansea,Standard,S0821: SR2008 No21 : Metal recycling site,Effective,51.64196299045041,-3.989164650233709,Waste
Summerleaze Pet Crematorium,Newport,Gwent,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.5564269188951,-2.841251166932964,Waste
New Horizon Biofuel and Animal  Bedding Co Ltd,Wrexham,Wrexham,Bespoke,A16: Physical Treatment Facility,Effective,53.00072534429567,-3.036984120269616,Waste
Jab 93,Bridgend,Glamorgan,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.515655543761866,-3.560009943432413,Waste
Pic Up Spares,Llandore,Swansea,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.64437368756074,-3.937511110043007,Waste
Ffridd Rasus Landfill Site,Harlech,Gwynedd,Standard,S0801: SR2008 No1 : HCI Waste Transfer Station,Effective,52.88293930736614,-4.115367287249588,Waste
Anaerobic Digester,Newtown,Powys,Standard,"S1210: SR2012 No10: On-farm AD facility using farm wastes only, <100t per day",Effective,52.50023054266048,-3.237814974774732,Waste
Llechwedd Quarry,,Gwynedd,Standard,S0811: SR2008 No11 : Inert & excavation Waste TS + treatment,Effective,53.001313368713745,-3.934933815710786,Waste
SL Recycling Ltd,Pontypool,Torfaen,Bespoke,S0803: SR2008 No3 : HCI Waste TS + treatment,Effective,51.68261406313282,-3.0121140160691144,Waste
The Old Brickworks,Pontypool,Torfaen,Bespoke,A16: Physical Treatment Facility,Effective,51.714458760127805,-2.992459022553794,Waste
Paperback Collection & Recycling Ltd,Deeside,Clwyd,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.22450857751897,-3.0181030822153154,Waste
Asgard Renewables Ltd,Cardigan,Ceredigion,Bespoke,A29: Gas Engine for buring of landfill or other bio-gas,Effective,52.09352498871253,-4.624285470679071,Waste
Arch Motors,Llandudno,Conwy,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,53.314412575625425,-3.8248167724587088,Waste
Brisco Waste Disposal Ltd,Swansea,,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.64708825014534,-3.998191989392048,Waste
Cwm Nant-yr-odyn,Blackwood,Caerphilly,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.650892736818655,-3.177851201099632,Waste
Olivers Sales & Rentals,Hengoed,Ystrad Mynach,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.66654652056396,-3.2313819873241805,Waste
David Neil,Abergele,Conwy,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,53.19871528729091,-3.744696573530789,Waste
Bulky Waste Recycling Centre,Ystradgynlais,Powys,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.78910750121215,-3.7810497129443794,Waste
Neville's Dock,Llanelli,Carmarthenshire,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.66845312340758,-4.165601177479981,Waste
Former Morlais Colliery,Llanelli,Carmarthenshire,Bespoke,A16: Physical Treatment Facility,Effective,51.703234731797046,-4.064866577016646,Waste
Rear of Unit 7,Barry,Vale of Glamorgan,Standard,SR/21: SR2011 No3: Vehicle Depollution Facility <5000 tpa,Effective,51.410425160410426,-3.2480827187704358,Waste
Hafod Yard Transfer Station,Wrexham,,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,53.01048197027048,-3.028364671833535,Waste
Glan Yr Afon Civic Amenity Site,Aberystwyth,Ceredigion,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,52.401316728353144,-4.047615571719817,Waste
Penmaen Civic Amenity Site,Blackwood,Caerphilly,Bespoke,A13: Household Waste Amenity Site,Effective,51.65827594746738,-3.1848952749661907,Waste
Land Adjacent to Ty Newydd,Llanelli,,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.7846790460267,-4.063858178853867,Waste
Oakenholt Household Waste Recycling Centre,Flint,Flintshire,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,53.23533726444855,-3.100390368128194,Waste
Gwrtaith Gwynedd,Pwllheli,Gwynedd,Bespoke,A22: Composting Facility,Effective,52.91412732072606,-4.296936020218643,Waste
Gwalchmai Civic Amenity Site,Holyhead,Ynys Mon,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,53.260381332233315,-4.42887431753649,Waste
A C D Skips Ltd,Bridgend,Glamorgan,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.54970567702705,-3.5804006574921448,Waste
Halfway Motor Spares,Haverfordwest,Pembrokeshire,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.76225781377132,-4.993171336449744,Waste
Penhesgyn Waste Transfer & Materials Recovery Facility,Llansadwrn,Ynys Mon,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.244432483069204,-4.198719617920321,Waste
Rhondda Skip Hire,Williamstown,R C T,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.6047899242286,-3.4393383171906486,Waste
Potters Yard,Welshpool,Powys,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,52.65836261877584,-3.1382231082242575,Waste
Wastesavers Resource Centre,Newport,Newport,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.57106999098194,-2.981829322003565,Waste
Blancomet- Cardiff,Cardiff,Cardiff,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.46297209122915,-3.196584820769826,Waste
Pwllheli Civic Amenity Site,Pwllheli,Gwynedd,Bespoke,A13: Household Waste Amenity Site,Effective,52.89145727590193,-4.402032398807516,Waste
Broughshire Ltd,Bridgend,Glamorgan,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.51987413544817,-3.565314204306014,Waste
Llwyn Isaf Landfill And Transfer Station,Caernarfon,Gwynedd,Bespoke,"A04: Household, Commercial & Industrial Waste Landfill",Effective,53.01605685987266,-4.311040563922913,Waste
Llanwern Landfill : South Side Of Queensway,Newport,Gwent,Bespoke,A07: Industrial Waste Landfill (Factory curtilage),Effective,51.57124067646086,-2.902343071749336,Waste
Heol Ty Gwyn Civic Amenity Site,Bridgend,Glamorgan,Bespoke,A13: Household Waste Amenity Site,Effective,51.61293897345138,-3.6712200233012435,Waste
P Dobbins Chester Ltd,Saltney,Flintshire,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,53.17851324487341,-2.945820393280779,Waste
Parc Gwynfryn Recycling Centre,Crymych,Pembrokeshire,Standard,"SR/07: SR2010 No7: Use of waste in construction <50,000 tpa",Effective,51.978772394144535,-4.638889897419916,Waste
M & E Bin Hire,Pontypridd,R C T,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.59862091048417,-3.325658245387074,Waste
K G Matthews Auto Salvage,Gaerwen,Ynys Mon,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,53.22927245300479,-4.2871518717027195,Waste
Dyfed Recycling Services,Llanelli,Carmarthenshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.691590065319716,-4.130272223557306,Waste
Dow Corning Waste Transfer Station,Barry,Glamorgan,Bespoke,A15: Material Recycling Treatment Facility,Effective,51.405958599473465,-3.243619127489991,Waste
Channel View Aggregates,Barry,,Standard,S0811: SR2008 No11 : Inert & excavation Waste TS + treatment,Effective,51.4024486479034,-3.265735198805805,Waste
Llantrisant Autos,Llantrisant,R C T,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.55311181665503,-3.400809754359608,Waste
Aberclwyd Farm Crick Scrap,Neath,N P T,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.7289291559285,-3.6673288848879015,Waste
A J T Recycling Ltd,Swansea,Swansea,Standard,"S1214: SR2012 No14: Metal recycling, vehicle storage, depollution",Effective,51.64196299045041,-3.989164650233709,Waste
Cilgwyn Landfill Site,Penygroes,Gwynedd,Bespoke,"A04: Household, Commercial & Industrial Waste Landfill",Effective,53.06184333331392,-4.241329462516394,Waste
Potters Yard,Welshpool,Powys,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,52.65836261877584,-3.1382231082242575,Waste
Walters,Aberdare,,Standard,S0811: SR2008 No11 : Inert & excavation Waste TS + treatment,Effective,51.74433882851951,-3.5479165496789595,Waste
Cwm Nant-yr-odyn,Blackwood,Caerphilly,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.650892736818655,-3.177851201099632,Waste
Lamby Way Depot,Cardiff,Glamorgan,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.49810077787642,-3.1241771191521597,Waste
Bryn Quarry Ltd,Gelligaer,Mid Glamorgan,Bespoke,A25: Deposit of waste to land as a recovery operation,Effective,51.65994968534804,-3.2665953311665215,Waste
Road Runners,Chester,Flintshire,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,53.18062359776104,-2.9289581129887075,Waste
Dowlais Household Waste and Recycling Centre,Merthyr Tydfil,,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.759814890787084,-3.3611365608823016,Waste
Brynmenyn Household Waste Recycling Centre,Bridgend,Glamorgan,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.54899193725389,-3.5806499522084247,Waste
E.J. Metals Recycling Ltd,Lampeter,Ceredigion,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,52.15373083753036,-4.120814115840752,Waste
Road Runners,Chester,Flintshire,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,53.18062359776104,-2.9289581129887075,Waste
Penmaen Civic Amenity Site,Blackwood,Caerphilly,Bespoke,A13: Household Waste Amenity Site,Effective,51.65827594746738,-3.1848952749661907,Waste
Greenacres Skip Hire,Fishguard,Pembrokeshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.97216751942795,-5.006801324084675,Waste
A J Motors,Neath,N P T,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.66949871075752,-3.7872714535505803,Waste
Ammanford Metal Recycling,Ammanford,Carmarthenshire,Bespoke,S0821: SR2008 No21 : Metal recycling site,Effective,51.79842030295009,-3.9977131181561485,Waste
Paperback Collection & Recycling Ltd,Deeside,Clwyd,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.22450857751897,-3.0181030822153154,Waste
Brymbo Household Waste Recycling Centre,Wrexham,Clwyd,Bespoke,A13: Household Waste Amenity Site,Effective,53.064741690085434,-3.043953552409307,Waste
Dirtbusters Mini & Midi Skips,Kinmel Bay,Conwy,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.30932477965626,-3.5083006527247553,Waste
Gwalchmai Civic Amenity Site,Holyhead,Ynys Mon,Bespoke,A09: Hazardous waste transfer station,Effective,53.260381332233315,-4.42887431753649,Waste
Neville's Dock,Llanelli,Carmarthenshire,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.66845312340758,-4.165601177479981,Waste
Gmh Vehicle Dismantlers,Cardiff,Glamorgan,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,51.49633063458251,-3.1108371800248746,Waste
Llanddulas Quarry Waste Treatment Centre,Abergele,Conwy,Bespoke,A16: Physical Treatment Facility,Effective,53.28886343549429,-3.6573478652732496,Waste
Caergylchu Waste Management Facility,Caernarfon,Gwynedd,Bespoke,A15: Material Recycling Treatment Facility,Effective,53.14107862200739,-4.243331050389655,Waste
Lawrence Landfill,Haverfordwest,Pembs,Bespoke,A14: Transfer Station taking Non-Biodegradable Wastes,Effective,51.76973907051027,-4.99182558403089,Waste
Bessemer Close Household And Commercial Waste Recycling Centre,Cardiff,Glamorgan,Bespoke,A13: Household Waste Amenity Site,Effective,51.4587205544294,-3.210435655199203,Waste
Pengam Partmart,Hengoed,Caerphilly,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.66444392448345,-3.230385132419898,Waste
Cardiff Arms Salvage,Cardiff,Glamorgan,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.46878039193119,-3.178884506307797,Waste
Caergylchu Waste Management Facility,Caernarfon,Gwynedd,Bespoke,A15: Material Recycling Treatment Facility,Effective,53.14107862200739,-4.243331050389655,Waste
1 Acre Farm,Holywell,,Standard,S0820: SR2008 No20 : Vehicle depollution facility (ATF),Effective,53.244802766396894,-3.1947012183909345,Waste
J & A Metals Recycling Centre,Crosshands,Carmarthenshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.78208881618642,-4.06592912651687,Waste
Briton Ferry Household Waste Recycling Centre,Briton Ferry,Neath Port Talbot,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.630570310414036,-3.827628514638637,Waste
Plot 12a,Milford Haven,Pembrokeshire,Standard,"S1214: SR2012 No14: Metal recycling, vehicle storage, depollution",Effective,51.71486464415825,-4.994034818012459,Waste
Taybrite Works,Bynea,Llanelli,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.66566755761175,-4.095115842440016,Waste
The Old Coal Yard,Wrexham,Wrexham,Bespoke,"SR/12: SR2010 No12: Treatment of waste to produce soil <75,000 tpa",Effective,52.97301515352908,-3.067920873651274,Waste
Maes Mynan Quarry,Mold,Clwyd,Bespoke,A25: Deposit of waste to land as a recovery operation,Effective,53.237757608691105,-3.317282569375716,Waste
EV Recycling,Llanelli,Carmarthenshire,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.69615385174786,-4.116594793457682,Waste
Hangar 208,Barry,Vale of Glamorgan,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,51.40965302734521,-3.4414972894898455,Waste
Llechwedd Quarry,,Gwynedd,Standard,S0811: SR2008 No11 : Inert & excavation Waste TS + treatment,Effective,53.001313368713745,-3.934933815710786,Waste
Wernddu Civic Amenity And Transfer Station,Ammanford,Carmarthenshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.81996781828778,-3.9639729939384853,Waste
Penstrowed Quarry,Caersws,Powys,Bespoke,A16: Physical Treatment Facility,Effective,52.50846621431126,-3.3761243607694658,Waste
Lorey Metals,Swansea,,Standard,"S1214: SR2012 No14: Metal recycling, vehicle storage, depollution",Effective,51.65768154473273,-3.9178521271893105,Waste
Volehurst Ltd,Newport,Gwent,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.57481581394865,-2.982270809019571,Waste
Carew Car Dismantlers,Tenby,Pembrokeshire,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.688107633284545,-4.818221470651089,Waste
Heads Of The Valley Salvage Limited,Merthyr Tydfil,,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.770573213920954,-3.336474213367894,Waste
Atlantic Household Waste Recycling Centre,Barry,South Glamorgan,Bespoke,A13: Household Waste Amenity Site,Effective,51.39764708307019,-3.2455786139508107,Waste
Bryn Recycling Limited,,Caerphilly,Bespoke,A25: Deposit of waste to land as a recovery operation,Effective,51.660561061242404,-3.270761777789021,Waste
G Lock Scrap Metal Processors,Bangor,Gwynedd,Standard,S0820: SR2008 No20 : Vehicle depollution facility (ATF),Effective,53.21841744070008,-4.110522829512761,Waste
The Granary,Llanbradach,Mid Glamorgan,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,51.60886542288034,-3.2321597833756566,Waste
Gower Chemicals Ltd,Swansea,West Glamorgan,Bespoke,A17: Physico-Chemical Treatment Facility,Effective,51.621522521438514,-3.8879394609058004,Waste
Weaver Autosalvage,Merthyr Tydfil,Glamorgan,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.74945111158933,-3.411136037098603,Waste
Penrhyndeudraeth Works,Penrhyndeudraeth,Gwynedd,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,52.9278622606223,-4.057821390501133,Waste
Cillefwr Depot,Carmarthen,Carmarthenshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.847380436170184,-4.329191730833966,Waste
Hafod Yard Transfer Station,Wrexham,,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,53.01048197027048,-3.028364671833535,Waste
Trostre Civic Amenity / Transfer Station,Llanelli,Carmarthenshire,Bespoke,A13: Household Waste Amenity Site,Effective,51.674392085842804,-4.136436354530663,Waste
Bayliss Metals,Bridgend,Bridgend,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,51.50226781756062,-3.560561179958906,Waste
Unit 2,Knighton,Powys,Bespoke,A16: Physical Treatment Facility,Effective,52.34396553638377,-3.0329362370055715,Waste
Rhyl Recycling Park,Rhyl,Denbighshire,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,53.31006018081115,-3.497024355904645,Waste
Rhayader Depot,,,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,52.30011506935123,-3.51701366761677,Waste
Cymru Lan,Gaerwen,Ynys Mon,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.218017170377045,-4.2842750614278025,Waste
Vale of Glamorgan Resource Recovery Facility,Barry,Vale of Glamorgan,Bespoke,A09: Hazardous waste transfer station,Effective,51.3978719456124,-3.2464184617191676,Waste
Pembrokeshire Eco Park,Milford Haven,Pembrokeshire,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.742907153803756,-5.057927429558994,Waste
